time_scale,time_id,k,theta,mdd,med,dist90,log_like,iteration
season,NEM,-1.26800507244402,0.726227824982073,6.45199455073627,3.86,15.62,-560514.750906939,47
season,SWM,-1.35336815672327,0.596716599234272,12.1220234586636,6.45,30.08,-29187.2624860811,47
annual,2012,-2.04939410312777,0.943734195710032,8.46427133367086,5.73,19.68,-50134.4776109416,48
annual,2013,-1.52958238785932,0.75694120708928,7.61871336227071,4.66,18.33,-180183.389446883,48
annual,2014,-0.7464058117266,0.640845172763287,5.31662148046545,2.96,13.08,-196544.907037162,48
interannual,2012-4,-1.22006519300632,0.702142258495095,6.67768780284871,3.92,16.24,-594827.382148289,48
season,NEM,-1.2607642836834,0.724234357055031,6.44753130682556,3.85,15.61,-561550.521675508,48
season,SWM,-1.55794615486243,0.639005261551579,12.0695377809257,6.71,29.71,-28769.3762748064,48
annual,2012,-2.05294174028108,0.944740297659931,8.48021089222091,5.74,19.71,-50549.7177618332,49
annual,2013,-1.53712362442424,0.760479173977525,7.59732022039038,4.66,18.27,-181303.199625818,49
annual,2014,-0.702329307429041,0.632679307741322,5.2808810401056,2.92,13.02,-195236.820126186,49
interannual,2012-4,-1.1961932934713,0.695725652421291,6.67295832073225,3.9,16.25,-593687.513188925,49
season,NEM,-1.2443441991212,0.719369768802438,6.44595633490242,3.84,15.62,-560648.59910328,49
season,SWM,-1.36168834741129,0.594841641696325,12.3477825649967,6.56,30.65,-28634.4377329593,49
annual,2012,-2.09948757487444,0.969378984754255,8.54112704097155,5.85,19.77,-49968.1960386561,50
annual,2013,-1.54397381362136,0.762585121710706,7.60299068276455,4.67,18.27,-181484.702241926,50
annual,2014,-0.726095964790349,0.637049301719156,5.30013017418546,2.94,13.05,-194057.090541305,50
interannual,2012-4,-1.22190590763372,0.702200487296518,6.68860124330005,3.93,16.26,-592392.496828754,50
season,NEM,-1.26350321267244,0.724561726457707,6.45824515250664,3.86,15.64,-559167.079119558,50
season,SWM,-1.52991928646616,0.631766306665185,12.1330435368519,6.7,29.91,-28744.875287452,50
annual,2012,-2.06906688417473,0.956617723516318,8.45314249107519,5.76,19.61,-50434.4431137316,51
annual,2013,-1.54172174649882,0.760579608697794,7.63010500746052,4.68,18.34,-180721.471010632,51
annual,2014,-0.664490564950461,0.625148423818921,5.26866081918017,2.89,13.01,-194915.381152995,51
interannual,2012-4,-1.20746179944238,0.699021393582358,6.66831236228513,3.91,16.23,-594895.612826146,51
season,NEM,-1.25154566300836,0.721843259045695,6.4391386751674,3.84,15.6,-561572.651759415,51
season,SWM,-1.4514225517649,0.615428294208578,12.136058062051,6.59,30.01,-28865.7208899291,51
annual,2012,-2.03447013218741,0.93080686365684,8.52295477959421,5.74,19.86,-49589.1882965134,52
annual,2013,-1.56347777372248,0.767362581126716,7.64733809108299,4.71,18.36,-180941.058220574,52
annual,2014,-0.684376320225888,0.62854188617901,5.28843707116667,2.91,13.05,-194644.629656562,52
interannual,2012-4,-1.20794260790815,0.698185967158573,6.69169346661812,3.92,16.29,-592174.821524384,52
season,NEM,-1.25024290055254,0.720464888224245,6.460365251978,3.85,15.65,-558991.790731507,52
season,SWM,-1.49678138575956,0.624597438354307,12.142459594778,6.66,29.98,-28766.2865046319,52
annual,2012,-2.08338724886593,0.966410990031434,8.4435014276069,5.77,19.55,-51137.1384782846,53
annual,2013,-1.57041848100252,0.769880154084238,7.64592611267112,4.71,18.35,-181071.578826289,53
annual,2014,-0.682341522965791,0.62920200202394,5.26127781247167,2.9,12.98,-194933.258595462,53
interannual,2012-4,-1.22247643796561,0.702631539946672,6.68214378235086,3.93,16.25,-595761.298235981,53
season,NEM,-1.26847943713105,0.726038292431123,6.45906351569699,3.86,15.63,-562129.059999733,53
season,SWM,-1.41772675499166,0.611352708333505,11.9766233743807,6.48,29.64,-29328.1837044292,53
annual,2012,-2.10473130227381,0.97813205091961,8.4720487883951,5.82,19.58,-51192.7217620202,54
annual,2013,-1.55310382737616,0.765248436115988,7.61419190521013,4.68,18.29,-180398.654316251,54
annual,2014,-0.68690478935787,0.629900093517431,5.26801149379261,2.9,12.99,-195318.597950868,54
interannual,2012-4,-1.21920214929733,0.702292637229063,6.6683493268882,3.92,16.22,-594970.867675912,54
season,NEM,-1.26665819164991,0.726205801388241,6.44377490700523,3.85,15.6,-562121.138825842,54
season,SWM,-1.36230967913766,0.594792739305564,12.3587358931943,6.57,30.68,-28368.3408379036,54
annual,2012,-2.04110152596312,0.938969158364981,8.46141958689575,5.72,19.69,-49975.6817281759,55
annual,2013,-1.53071713568535,0.758710395165708,7.58785975439845,4.64,18.25,-180453.580305883,55
annual,2014,-0.705771916044058,0.633921621776353,5.26866933463051,2.91,12.98,-196510.000800327,55
interannual,2012-4,-1.22587819068731,0.704292974480993,6.66547370358947,3.92,16.2,-595815.988995947,55
season,NEM,-1.27239598135615,0.728142756554318,6.44002602312355,3.86,15.58,-562545.19449999,55
season,SWM,-1.41948324838033,0.606906298780921,12.2734958355952,6.61,30.4,-28737.7170369556,55
annual,2012,-2.04711977985054,0.948552264096446,8.37827829573712,5.69,19.46,-51494.7032690575,56
annual,2013,-1.53539961259684,0.757397587285488,7.65288148240177,4.68,18.41,-179022.548759686,56
annual,2014,-0.701349384321097,0.632407283874442,5.2823843358283,2.92,13.02,-195830.494876921,56
interannual,2012-4,-1.21648185879265,0.701223629685909,6.67568307217383,3.92,16.24,-594781.625797371,56
season,NEM,-1.26237284779982,0.724677266646751,6.44849574331747,3.85,15.61,-561391.614745145,56
season,SWM,-1.3908503117529,0.601552844116186,12.2648294876327,6.56,30.41,-28932.9662896694,56
annual,2012,-2.0512277604033,0.944830527052364,8.46442540750603,5.73,19.67,-50495.2620162469,57
annual,2013,-1.5531931372307,0.764826155827286,7.62408855726092,4.69,18.31,-181016.678218529,57
annual,2014,-0.733724434673187,0.639100062048081,5.29113942733943,2.94,13.03,-193497.651738845,57
interannual,2012-4,-1.23564860194982,0.706122414735717,6.68760743354425,3.94,16.25,-593985.815936554,57
season,NEM,-1.27830892952554,0.728722518486474,6.46602974532986,3.87,15.64,-560138.370808556,57
season,SWM,-1.44887693949119,0.619322444350252,11.8744768928391,6.47,29.34,-29590.6886038356,57
annual,2012,-2.08620630744106,0.961620858177591,8.53117218181865,5.82,19.77,-50055.2168113709,58
annual,2013,-1.53554973554619,0.75861317010039,7.626787515649,4.67,18.34,-179826.488478266,58
annual,2014,-0.707832365154483,0.633856026310501,5.28113788901678,2.92,13.01,-194517.241907329,58
interannual,2012-4,-1.23316967721463,0.705293918809547,6.69054507864668,3.94,16.26,-593243.52562536,58
season,NEM,-1.27938078015919,0.729042363434125,6.46625304034651,3.88,15.64,-559842.644918412,58
season,SWM,-1.41551474934954,0.607780232241518,12.1699926034022,6.56,30.14,-28994.9117198876,58
annual,2012,-2.04773624961024,0.943674145730461,8.45109212073889,5.72,19.65,-50533.1464411414,59
annual,2013,-1.56326901298858,0.767039123836585,7.65277780160465,4.71,18.38,-179370.771395073,59
annual,2014,-0.662866446761565,0.626485849181472,5.22662125740585,2.87,12.9,-195988.727753794,59
interannual,2012-4,-1.20443793448961,0.698483116468728,6.66111778271521,3.9,16.21,-595025.347819839,59
season,NEM,-1.24739188050206,0.720760072019543,6.43562627195991,3.83,15.59,-561589.222584445,59
season,SWM,-1.46277257677891,0.620411201467019,11.9766729287752,6.54,29.59,-29093.7793621058,59
annual,2012,-2.0369459064394,0.936955833995147,8.45497325989143,5.71,19.68,-50750.1271098122,60
annual,2013,-1.5335440275101,0.757526988195364,7.63578987946186,4.67,18.37,-179824.183152337,60
annual,2014,-0.684819373489355,0.629054400714227,5.27800062717075,2.91,13.02,-193924.126429341,60
interannual,2012-4,-1.21291547944548,0.699815142421634,6.68562875896184,3.92,16.27,-592835.302221388,60
season,NEM,-1.25565613884342,0.722194773512255,6.45811395711745,3.85,15.64,-559285.730448905,60
season,SWM,-1.43756900600055,0.613678284171475,12.0742588785311,6.55,29.87,-29209.8575144096,60
annual,2012,-2.04819656259251,0.944747119270053,8.43997089015989,5.72,19.62,-50444.7564482032,61
annual,2013,-1.5014056272033,0.746912023724893,7.63288331718312,4.63,18.4,-179437.786979056,61
annual,2014,-0.693688058589287,0.630020470699022,5.30086936295166,2.92,13.07,-194192.938029419,61
interannual,2012-4,-1.20018309444984,0.69631619915704,6.68521611448824,3.91,16.28,-591659.320264599,61
season,NEM,-1.24554632977969,0.719286571668734,6.45551123418804,3.84,15.65,-558381.670451661,61
season,SWM,-1.4104526581733,0.605693824619757,12.2396686743932,6.58,30.32,-28888.529871905,61
annual,2012,-2.04711275704333,0.944596943093772,8.43292313373066,5.71,19.6,-50888.4252780146,62
annual,2013,-1.52936645794278,0.754903273320057,7.66306333236531,4.68,18.44,-178746.583745323,62
annual,2014,-0.695439922270027,0.631695945735903,5.26868804112519,2.91,12.99,-196028.257383217,62
interannual,2012-4,-1.21210573959378,0.700060259908223,6.67433066316559,3.91,16.24,-594995.592998809,62
season,NEM,-1.25733140637748,0.723061460848504,6.45038053260548,3.85,15.62,-561732.692751832,62
season,SWM,-1.41471651434467,0.609394905494625,12.0601052103902,6.51,29.86,-28946.0793132231,62
annual,2012,-2.0579570648591,0.950802488776953,8.43853802054015,5.73,19.59,-51412.6621587513,63
annual,2013,-1.53742906238276,0.757866299554734,7.65787926956585,4.68,18.42,-179190.234812032,63
annual,2014,-0.694313621728734,0.630534431644409,5.29141369243109,2.92,13.05,-194908.819913467,63
interannual,2012-4,-1.23055480267412,0.704524586731802,6.6912320468211,3.94,16.26,-593799.106456213,63
season,NEM,-1.27259206792757,0.727048800719491,6.4642865275418,3.87,15.64,-560122.762013791,63
season,SWM,-1.5239711818489,0.634288982755179,11.9207419191396,6.6,29.37,-29300.6351880882,63
annual,2012,-2.05255488797912,0.944908333512302,8.47457607011053,5.74,19.7,-50263.442478165,64
annual,2013,-1.52057248086467,0.752917384597612,7.6409704787576,4.66,18.4,-178554.882446266,64
annual,2014,-0.663161571852568,0.625561328448767,5.25127901640885,2.88,12.96,-195504.63138906,64
interannual,2012-4,-1.19550982814808,0.695852631520616,6.66530796736683,3.89,16.23,-592929.644752277,64
season,NEM,-1.24081316512102,0.718616891558532,6.43949726884166,3.83,15.61,-559426.228771525,64
season,SWM,-1.399055949999,0.606965161423195,12.021674199633,6.47,29.78,-29210.3884275884,64
annual,2012,-2.05124787635822,0.947623090636955,8.42575386063424,5.71,19.57,-50871.4380723424,65
annual,2013,-1.54322049164169,0.760976549342366,7.63274000172063,4.68,18.35,-181065.11235748,65
annual,2014,-0.708484125750306,0.633935600011435,5.28263707727275,2.92,13.02,-193728.566359485,65
interannual,2012-4,-1.21796100695036,0.700999848082094,6.69092486912014,3.93,16.27,-592330.795733672,65
season,NEM,-1.26351443687835,0.724420211694136,6.46132861245794,3.86,15.64,-559394.957560179,65
season,SWM,-1.43029786555561,0.60811594552732,12.3299587884658,6.65,30.53,-28450.6703782775,65
annual,2012,-2.0563014684811,0.951361541746856,8.41692938714228,5.72,19.54,-51075.535859239,66
annual,2013,-1.53935214734033,0.760308310604876,7.61805630792518,4.67,18.32,-181353.549535701,66
annual,2014,-0.668096244673816,0.625213501497375,5.28604490811774,2.9,13.05,-194399.55097603,66
interannual,2012-4,-1.2018647737117,0.697033910443207,6.67899798800845,3.91,16.26,-594062.559511056,66
season,NEM,-1.24392346167754,0.71912481873536,6.4485427913524,3.84,15.63,-560377.565293445,66
season,SWM,-1.50791500507957,0.629598024054107,11.9901222575313,6.61,29.57,-29308.4028576401,66
annual,2012,-2.01701580716174,0.926154258084509,8.44321764425799,5.67,19.69,-49867.5871390249,67
annual,2013,-1.54217414104031,0.761031401354602,7.62354334375071,4.67,18.33,-180661.676343864,67
annual,2014,-0.718754654407021,0.635574152626098,5.2970263195531,2.94,13.05,-194131.142248105,67
interannual,2012-4,-1.20855375950052,0.698505572420497,6.68804724000098,3.92,16.28,-591297.691051622,67
season,NEM,-1.25276074931494,0.721313890364083,6.4583346997089,3.85,15.65,-558274.087088267,67
season,SWM,-1.40126772646317,0.603382130724799,12.2747049439008,6.58,30.42,-28609.9201284849,67
annual,2012,-2.05900857933424,0.946011813340647,8.51392473186072,5.77,19.78,-50168.9488024921,68
annual,2013,-1.52418564633347,0.755189431102421,7.61700426025229,4.65,18.33,-179682.642508496,68
annual,2014,-0.707058082223697,0.63349693629346,5.28582693419482,2.92,13.03,-193718.314819037,68
interannual,2012-4,-1.2168733027237,0.701049735932119,6.6824566814698,3.92,16.25,-592410.247020199,68
season,NEM,-1.26415511258133,0.724994031973752,6.45327070207515,3.86,15.62,-559938.2427815,68
season,SWM,-1.40456402940487,0.599774056012904,12.5518404069064,6.71,31.13,-27891.5459301203,68
annual,2012,-2.04880968422197,0.945468360545844,8.43509012708752,5.72,19.6,-50813.1272489458,69
annual,2013,-1.59471292172163,0.778868767445362,7.64085805697429,4.74,18.31,-179631.246033139,69
annual,2014,-0.703231606358972,0.63391814514404,5.25538673933431,2.91,12.95,-196385.708577072,69
interannual,2012-4,-1.2273208608668,0.704930371893244,6.66006844981017,3.92,16.19,-596575.406727608,69
season,NEM,-1.27186196470852,0.728066887714707,6.4381761539787,3.86,15.58,-563150.873087548,69
season,SWM,-1.42602776480277,0.611458778057363,12.069970299696,6.53,29.87,-29015.7522565599,69
annual,2012,-2.05043547661429,0.948213919684681,8.41076173617731,5.71,19.54,-51041.8144007865,70
annual,2013,-1.5133811017628,0.75097190125583,7.63054106532626,4.65,18.38,-180052.76898428,70
annual,2014,-0.741235820257523,0.640998902504512,5.28555036064848,2.94,13.01,-196633.514501573,70
interannual,2012-4,-1.23219158818721,0.705417015544991,6.68110330488981,3.93,16.24,-594953.076198714,70
season,NEM,-1.28299418293854,0.730401475250511,6.46120165242537,3.88,15.63,-561913.978548079,70
season,SWM,-1.35728709454755,0.595493141838054,12.2502387634257,6.51,30.41,-28643.6866326305,70
annual,2012,-2.04951359030581,0.946302642953561,8.42942832724019,5.71,19.59,-50571.2383845398,71
annual,2013,-1.5822439532563,0.773666701559835,7.65526617170961,4.73,18.36,-180680.401364681,71
annual,2014,-0.669801217813516,0.626738476486776,5.25666716507539,2.89,12.97,-194777.975491169,71
interannual,2012-4,-1.21620842291799,0.701105393262084,6.67668399258093,3.92,16.24,-593266.734727686,71
season,NEM,-1.26100483004623,0.724277518887256,6.44816491245112,3.85,15.61,-559699.861990781,71
season,SWM,-1.45436551478672,0.616110130320838,12.1306145487257,6.59,30,-29113.2520012578,71
annual,2012,-2.05443732594276,0.954301103167213,8.36141432315495,5.69,19.4,-51667.9789644096,72
annual,2013,-1.54532254555612,0.762185120335994,7.62205853539394,4.68,18.32,-180035.436009027,72
annual,2014,-0.674927880914029,0.627837935851176,5.25617838316376,2.89,12.97,-195293.097504294,72
interannual,2012-4,-1.21715774851843,0.702012483535284,6.66138541376729,3.91,16.2,-595809.491225902,72
season,NEM,-1.26311791364629,0.725438945433563,6.43716497627113,3.85,15.58,-561733.61851521,72
season,SWM,-1.44519916315492,0.617631719550939,11.9297019702474,6.49,29.49,-29692.6307731069,72
annual,2012,-2.07895457997926,0.964817145733296,8.42709845172808,5.76,19.52,-50988.4251167447,73
annual,2013,-1.57054138003359,0.769602446801716,7.65285598378563,4.72,18.37,-179611.028894064,73
annual,2014,-0.690033065708711,0.630970391523455,5.2580683091077,2.9,12.96,-196296.284214257,73
interannual,2012-4,-1.21280019631351,0.700705478771303,6.66351098780481,3.91,16.21,-595481.194234848,73
season,NEM,-1.25681537400629,0.723519045243126,6.43730222619541,3.84,15.59,-562044.889814463,73
season,SWM,-1.44609704750894,0.615665602125131,12.0573451221829,6.55,29.82,-29017.9279891405,73
annual,2012,-2.05005199852443,0.9464982469368,8.4312527298242,5.72,19.59,-50905.8046278339,74
annual,2013,-1.55006141430996,0.762655977689309,7.64785073254228,4.69,18.38,-178637.309221139,74
annual,2014,-0.70846320883668,0.633530848931702,5.29242822069758,2.93,13.04,-194866.441721079,74
interannual,2012-4,-1.23117244756224,0.704510284861211,6.69570486098195,3.94,16.27,-591402.434695604,74
season,NEM,-1.27689266176776,0.728033137568969,6.47135664954396,3.88,15.66,-558333.608377093,74
season,SWM,-1.40686522550959,0.605600374516647,12.2017500592976,6.56,30.23,-28699.7243018371,74
annual,2012,-2.07078819418425,0.955303830179086,8.48555962778909,5.77,19.69,-50622.3808126405,75
annual,2013,-1.57176203991661,0.770270389575359,7.6477954422092,4.72,18.35,-180234.504804954,75
annual,2014,-0.708779389978722,0.633372594982558,5.29798392063733,2.93,13.06,-194347.69961888,75
interannual,2012-4,-1.24467706342989,0.708067200756757,6.70242213745893,3.95,16.28,-592902.015728702,75
season,NEM,-1.29133421091282,0.732222387684123,6.47727459579277,3.89,15.66,-560026.245051657,75
season,SWM,-1.45721331323588,0.614008609602755,12.2934183120208,6.67,30.41,-28382.5340335438,75
annual,2012,-2.07587038420829,0.960477434182359,8.45872384969314,5.77,19.61,-50627.3931188546,76
annual,2013,-1.49415977593461,0.746524473167817,7.58673433799741,4.6,18.29,-180678.952892724,76
annual,2014,-0.713980635582066,0.635242637560117,5.27983692115723,2.92,13.01,-195401.643526501,76
interannual,2012-4,-1.20789712028624,0.699190069196716,6.66715761778493,3.91,16.22,-594077.270132951,76
season,NEM,-1.25793066553458,0.723579675496523,6.4431945928927,3.85,15.6,-560816.837041922,76
season,SWM,-1.34109067414777,0.592700164622454,12.2380492708203,6.49,30.39,-28868.9957358941,76
annual,2012,-2.04901845674306,0.940961361724084,8.50024367480026,5.75,19.77,-49904.3858571284,77
annual,2013,-1.46327094827204,0.73465336349205,7.63297084264815,4.59,18.44,-177888.402973718,77
annual,2014,-0.707013695509603,0.633097974058531,5.29537484740134,2.93,13.05,-194393.856991335,77
interannual,2012-4,-1.18958270088775,0.69344414757186,6.68469407055056,3.9,16.28,-589526.695145895,77
season,NEM,-1.23223444934388,0.715468164211572,6.45283971039144,3.83,15.65,-556716.934835942,77
season,SWM,-1.49392727361013,0.623315088075272,12.1827912503562,6.67,30.08,-28417.9174862547,77
